name,age,gender,past_3_years_bike_related_purchases,categorized_job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,property_valuation,Rank,Value,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
Brod Attrey,51.0,Male,46,Finance & Accounting,Unknown,Mass Customer,Yes,14,2194,New South Wales,8,820,0.584375,1.05,1.3125,1.3125,1.1156249999999999,820
Manny Mandy,40.0,Male,36,Marketing & Media,Argiculture,Mass Customer,No,16,4280,Queensland,7,820,0.584375,0.55,0.55,0.55,0.4675,820
Becky Lassen,44.0,Female,11,Marketing & Media,Financial Services,Mass Customer,Yes,7,2251,New South Wales,8,820,0.584375,1.01,1.2625,1.2625,1.0731249999999999,820
Tessa Heakey,46.0,Female,43,Finance & Accounting,Financial Services,Mass Customer,No,9,3337,Victoria,6,820,0.584375,0.63,0.63,0.63,0.5355,820
Herbert Henryson,22.0,Male,21,Administrative Roles,Unknown,Mass Customer,No,4,2528,New South Wales,9,820,0.584375,0.41,0.41,0.5125,0.43562499999999993,820
Cristie Bence,17.0,Female,49,Engineering & Technical Roles,Unknown,High Net Worth,No,9,4122,Queensland,8,828,0.58,0.94,0.94,0.94,0.94,828
Renate Whyte,54.0,Female,60,Healthcare & Therapy,Health,High Net Worth,Yes,15,2620,New South Wales,7,828,0.58,0.93,1.1625,1.1625,1.1625,828
Toma Woolforde,25.0,Female,67,Management & Leadership Roles,Financial Services,Mass Customer,Yes,5,2092,New South Wales,12,830,0.5780000000000001,0.77,0.9625,1.203125,1.02265625,830
Dorie Dunleavy,55.0,Female,24,Healthcare & Therapy,Health,Affluent Customer,No,12,3356,Victoria,4,830,0.5780000000000001,1.03,1.03,1.03,1.03,830
Ellie Toope,44.0,Female,29,Administrative Roles,Property,High Net Worth,Yes,4,2156,New South Wales,11,832,0.5750000000000001,0.92,1.1500000000000001,1.4375000000000002,1.4375000000000002,832
Leonora Swetenham,50.0,Female,66,unknown,IT,Mass Customer,Yes,10,2026,New South Wales,10,832,0.5750000000000001,0.78,0.9750000000000001,1.21875,1.0359375,832
Teodor Mullinder,55.0,Male,56,Engineering & Technical Roles,Manufacturing,High Net Worth,No,11,3216,Victoria,5,832,0.5750000000000001,0.65,0.65,0.65,0.65,832
Jared Fendlow,54.0,Male,79,Administrative Roles,Financial Services,Mass Customer,No,15,4211,Queensland,7,832,0.5750000000000001,0.73,0.73,0.73,0.6204999999999999,832
Porty Hansed,46.240081383519836,U,88,Administrative Roles,IT,Mass Customer,No,13,2112,New South Wales,11,832,0.5750000000000001,0.41,0.41,0.5125,0.43562499999999993,832
Andy Deeming,39.0,Male,79,Administrative Roles,Manufacturing,Affluent Customer,Yes,7,4556,Queensland,8,832,0.5750000000000001,1.01,1.2625,1.2625,1.2625,832
Monty Thomazin,66.0,Male,7,Engineering & Technical Roles,Unknown,Mass Customer,Yes,13,3105,Victoria,10,838,0.57375,0.57,0.7124999999999999,0.8906249999999999,0.7570312499999999,838
Briano Janowski,23.0,Male,66,IT & Software Roles,Unknown,Mass Customer,No,7,2066,New South Wales,8,838,0.57375,0.96,0.96,0.96,0.816,838
Ginger  ,78.0,Male,94,Administrative Roles,Unknown,Mass Customer,No,11,2259,New South Wales,8,840,0.57109375,0.99,0.99,1.2375,1.0518750000000001,840
Logan Colomb,70.0,Male,74,Administrative Roles,Unknown,Mass Customer,Yes,19,2761,New South Wales,8,840,0.57109375,0.7,0.875,0.875,0.74375,840
Nichols Devinn,38.0,Male,47,Administrative Roles,Unknown,Affluent Customer,No,11,2071,New South Wales,12,842,0.57,0.82,0.82,1.025,1.025,842
Catha Davitt,59.0,Female,79,Science & Research,Property,High Net Worth,Yes,6,2567,New South Wales,7,843,0.5695,0.99,1.2375,1.2375,1.2375,843
Melosa McOwan,16.0,Female,25,Finance & Accounting,Financial Services,Mass Customer,No,12,2211,New South Wales,9,843,0.5695,0.74,0.74,0.925,0.78625,843
Maris Leete,44.0,Female,21,Engineering & Technical Roles,Retail,Mass Customer,No,7,4300,Queensland,4,845,0.5631250000000001,0.88,0.88,0.88,0.748,845
Wilburt Padden,23.0,Male,22,Engineering & Technical Roles,Manufacturing,Mass Customer,No,3,2148,New South Wales,5,845,0.5631250000000001,1.1,1.1,1.1,0.935,845
Rosabelle Godsmark,22.0,Female,60,Administrative Roles,Unknown,Mass Customer,Yes,3,4102,Queensland,8,845,0.5631250000000001,0.5,0.625,0.625,0.53125,845
Guilbert Bearns,35.0,Male,42,Finance & Accounting,Financial Services,Mass Customer,Yes,5,3226,Victoria,8,845,0.5631250000000001,0.75,0.9375,0.9375,0.796875,845
Meridith Urwin,20.0,Female,62,Healthcare & Therapy,Health,High Net Worth,Yes,10,2444,New South Wales,7,845,0.5631250000000001,0.8,1.0,1.0,1.0,845
Leeland  ,60.0,Male,66,Management & Leadership Roles,Telecommunications,High Net Worth,No,12,4122,Queensland,4,845,0.5631250000000001,0.55,0.55,0.55,0.55,845
Gerta Porrett,58.0,Female,46,Healthcare & Therapy,Health,High Net Worth,No,12,3250,Victoria,2,851,0.5625,0.6,0.6,0.6,0.6,851
Karrah Howell,61.0,Female,63,Engineering & Technical Roles,Manufacturing,Mass Customer,No,17,2566,New South Wales,9,851,0.5625,0.5,0.5,0.625,0.53125,851
Alick Baise,19.0,Male,62,Healthcare & Therapy,Health,Mass Customer,Yes,1,2747,New South Wales,8,851,0.5625,0.6,0.75,0.75,0.6375,851
Casandra Betteridge,75.0,Female,29,Management & Leadership Roles,Financial Services,Affluent Customer,Yes,9,3166,Victoria,10,854,0.561,0.91,1.1375,1.421875,1.421875,854
Maurine Clee,37.0,Female,45,Engineering & Technical Roles,Property,High Net Worth,Yes,5,2042,New South Wales,10,854,0.561,0.7,0.875,1.09375,1.09375,854
Darwin Bumpas,39.0,Male,24,Marketing & Media,Health,Affluent Customer,Yes,18,3082,Victoria,7,856,0.56,0.98,1.225,1.225,1.225,856
Hayes Daveren,64.0,Male,32,Management & Leadership Roles,Manufacturing,Affluent Customer,Yes,11,4350,Queensland,2,856,0.56,0.6,0.75,0.75,0.75,856
Piper Issacov,78.0,Female,67,Administrative Roles,Health,Affluent Customer,Yes,22,2088,New South Wales,9,856,0.56,0.66,0.8250000000000001,1.03125,1.03125,856
Markus Pendrey,58.0,Male,88,Healthcare & Therapy,Health,Affluent Customer,Yes,12,2153,New South Wales,10,859,0.5578124999999999,0.94,1.1749999999999998,1.4687499999999998,1.4687499999999998,859
Sile Zappel,59.0,Female,47,Management & Leadership Roles,IT,High Net Worth,No,15,4018,Queensland,6,859,0.5578124999999999,0.85,0.85,0.85,0.85,859
Craggy Happel,38.0,Male,37,Administrative Roles,Manufacturing,High Net Worth,Yes,8,3064,Victoria,6,859,0.5578124999999999,0.46,0.5750000000000001,0.5750000000000001,0.5750000000000001,859
Egor Mariette,37.0,Male,42,Finance & Accounting,Financial Services,Affluent Customer,No,3,3163,Victoria,7,862,0.5525,1.08,1.08,1.08,1.08,862
Reinald Bembrigg,64.0,Male,54,Finance & Accounting,Financial Services,Affluent Customer,No,10,2770,New South Wales,7,862,0.5525,0.65,0.65,0.65,0.65,862
Kissie Line,17.0,Female,2,Science & Research,Manufacturing,Affluent Customer,Yes,7,2200,New South Wales,9,862,0.5525,0.89,1.1125,1.390625,1.390625,862
Quentin Gerleit,27.0,Female,32,Education & Teaching,Manufacturing,Mass Customer,No,4,3806,Victoria,8,865,0.55,0.72,0.72,0.72,0.612,865
Karoly Burgoine,70.0,Male,57,Marketing & Media,Health,High Net Worth,Yes,21,3012,Victoria,2,865,0.55,0.83,1.0374999999999999,1.0374999999999999,1.0374999999999999,865
Clarine Piecha,53.0,Female,99,Healthcare & Therapy,Health,High Net Worth,No,14,4151,Queensland,10,865,0.55,1.07,1.07,1.3375000000000001,1.3375000000000001,865
Mycah Beaston,56.0,Male,11,Science & Research,Unknown,High Net Worth,Yes,12,2221,New South Wales,11,865,0.55,0.63,0.7875,0.984375,0.984375,865
Clemmie Bartoszewicz,59.0,Female,87,Science & Research,Financial Services,Mass Customer,No,8,3197,Victoria,9,865,0.55,1.1,1.1,1.375,1.16875,865
Randall Mason,43.0,Male,95,Engineering & Technical Roles,Health,Mass Customer,Yes,12,2570,New South Wales,11,870,0.544,0.88,1.1,1.375,1.16875,870
Donica Humby,50.0,Female,47,Management & Leadership Roles,Financial Services,Mass Customer,No,4,2101,New South Wales,12,871,0.541875,0.56,0.56,0.7000000000000001,0.5950000000000001,871
Lotty Loach,56.0,Female,76,Healthcare & Therapy,Health,High Net Worth,Yes,7,2380,New South Wales,3,871,0.541875,0.63,0.7875,0.7875,0.7875,871
Marie-jeanne Breawood,64.0,Female,37,Healthcare & Therapy,Health,High Net Worth,No,8,2770,New South Wales,6,871,0.541875,0.81,0.81,0.81,0.81,871
Babara Sissel,43.0,Female,50,unknown,IT,Mass Customer,Yes,21,3169,Victoria,10,871,0.541875,0.44,0.55,0.6875,0.584375,871
Rodolphe Glenton,43.0,Male,88,IT & Software Roles,Financial Services,Affluent Customer,No,11,3163,Victoria,7,871,0.541875,0.58,0.58,0.725,0.725,871
Thorvald Duckerin,22.0,Male,58,Engineering & Technical Roles,Manufacturing,Affluent Customer,Yes,1,3021,Victoria,8,871,0.541875,0.43,0.5375,0.5375,0.5375,871
Paulina Iannuzzelli,61.0,Female,57,Engineering & Technical Roles,Manufacturing,Mass Customer,No,19,2118,New South Wales,11,877,0.54,0.83,0.83,1.0374999999999999,0.8818749999999999,877
Ricki Padefield,69.0,Male,43,Engineering & Technical Roles,Manufacturing,Affluent Customer,Yes,13,4275,Queensland,9,877,0.54,0.42,0.525,0.65625,0.65625,877
Lizette McKeaveney,23.0,Female,30,Administrative Roles,Health,High Net Worth,Yes,13,2050,New South Wales,10,879,0.5375,0.41,0.5125,0.640625,0.640625,879
Muffin Bhar,51.0,Male,44,unknown,Unknown,Affluent Customer,No,19,2448,New South Wales,4,879,0.5375,0.65,0.65,0.65,0.65,879
Jeno Strafford,76.0,Male,67,Finance & Accounting,Financial Services,High Net Worth,No,7,4170,Queensland,9,879,0.5375,0.52,0.52,0.65,0.65,879
Brigg Himsworth,44.0,Male,63,unknown,Telecommunications,Mass Customer,Yes,9,4570,Queensland,6,882,0.5355,0.98,1.225,1.225,1.04125,882
Judi Cazereau,20.0,Female,22,Engineering & Technical Roles,Unknown,Affluent Customer,Yes,13,3851,Victoria,3,883,0.53125,0.79,0.9875,0.9875,0.9875,883
Shara Bramhill,46.240081383519836,U,24,unknown,IT,Affluent Customer,No,2,2230,New South Wales,10,883,0.53125,0.61,0.61,0.7625,0.7625,883
Raleigh Pont,53.0,Male,48,Education & Teaching,Entertainment,Mass Customer,No,14,3139,Victoria,7,883,0.53125,1.03,1.03,1.03,0.8755,883
Zachariah Meininking,79.0,Male,40,Management & Leadership Roles,Financial Services,Affluent Customer,Yes,20,2749,New South Wales,7,883,0.53125,0.69,0.8624999999999999,0.8624999999999999,0.8624999999999999,883
Lesley Garey,23.0,Male,52,IT & Software Roles,Telecommunications,Mass Customer,No,11,2226,New South Wales,9,883,0.53125,0.51,0.51,0.6375,0.541875,883
Adriena Giffin,60.0,Female,27,Administrative Roles,Argiculture,Affluent Customer,Yes,5,2259,New South Wales,9,888,0.525,0.47,0.5874999999999999,0.7343749999999999,0.7343749999999999,888
Antoinette  ,37.0,Female,72,Engineering & Technical Roles,Financial Services,Affluent Customer,No,5,3058,Victoria,9,888,0.525,0.75,0.75,0.9375,0.9375,888
Carr Hopkynson,46.0,Male,64,unknown,Manufacturing,Affluent Customer,No,16,2318,New South Wales,6,888,0.525,0.87,0.87,0.87,0.87,888
Shay Briand,61.0,Male,57,Administrative Roles,IT,Mass Customer,Yes,9,3844,Victoria,1,888,0.525,0.98,1.225,1.225,1.04125,888
Karney Burstow,45.0,Male,51,Engineering & Technical Roles,Property,Mass Customer,Yes,6,2031,New South Wales,12,888,0.525,1.05,1.3125,1.640625,1.39453125,888
Latrena Yetts,18.0,Female,11,Engineering & Technical Roles,Manufacturing,High Net Worth,Yes,15,2871,New South Wales,3,893,0.520625,0.75,0.9375,0.9375,0.9375,893
Jesse Alflat,33.0,Male,31,Administrative Roles,Unknown,High Net Worth,No,5,2145,New South Wales,9,893,0.520625,1.09,1.09,1.3625,1.3625,893
Kelcie Kingaby,17.0,Female,54,IT & Software Roles,IT,Mass Customer,Yes,6,4019,Queensland,4,893,0.520625,0.69,0.8624999999999999,0.8624999999999999,0.7331249999999999,893
Fabio Commuzzo,56.0,Male,5,Engineering & Technical Roles,Manufacturing,Mass Customer,No,18,3806,Victoria,8,896,0.52,0.59,0.59,0.59,0.5015,896
Heall Andrioli,76.0,Male,46,Science & Research,IT,Affluent Customer,Yes,7,4133,Queensland,5,896,0.52,0.56,0.7000000000000001,0.7000000000000001,0.7000000000000001,896
Rickert Brasted,58.0,Male,47,Science & Research,Health,Mass Customer,No,10,2145,New South Wales,9,898,0.5125,0.47,0.47,0.5874999999999999,0.4993749999999999,898
Hedwig Jayme,65.0,Female,38,Finance & Accounting,Property,Affluent Customer,No,11,2099,New South Wales,10,899,0.51,1.05,1.05,1.3125,1.3125,899
Penrod Tomasicchio,49.0,Male,5,unknown,Health,High Net Worth,No,19,2318,New South Wales,9,899,0.51,0.41,0.41,0.5125,0.5125,899
Pancho Edis,47.0,Male,1,Administrative Roles,Unknown,Mass Customer,No,13,3023,Victoria,7,899,0.51,1.05,1.05,1.05,0.8925,899
Andriana Gosnoll,53.0,Female,53,Engineering & Technical Roles,Manufacturing,Mass Customer,No,8,2291,New South Wales,10,899,0.51,0.85,0.85,1.0625,0.903125,899
Nilson Wiggam,21.0,Male,48,Administrative Roles,Financial Services,Mass Customer,No,9,3049,Victoria,6,903,0.5015,0.48,0.48,0.48,0.408,903
Denny Spleving,44.0,Female,84,Management & Leadership Roles,Manufacturing,Affluent Customer,Yes,5,2114,New South Wales,8,904,0.5,0.44,0.55,0.6875,0.6875,904
Roth Crum,46.240081383519836,U,0,Administrative Roles,IT,Mass Customer,No,2,2450,New South Wales,6,904,0.5,0.85,0.85,0.85,0.7224999999999999,904
Olia O' Mullan,44.0,Female,77,Marketing & Media,Health,Mass Customer,No,8,2263,New South Wales,7,904,0.5,0.97,0.97,0.97,0.8245,904
Conway Juarez,50.0,Male,27,IT & Software Roles,Unknown,Affluent Customer,No,17,4814,Queensland,5,904,0.5,0.77,0.77,0.77,0.77,904
Dru Crellim,54.0,Female,57,unknown,Unknown,Mass Customer,No,12,3030,Victoria,7,904,0.5,0.86,0.86,0.86,0.731,904
Shaw MacEvilly,17.0,Male,10,Engineering & Technical Roles,Health,Affluent Customer,No,16,2768,New South Wales,9,904,0.5,0.61,0.61,0.7625,0.7625,904
Brook Eade,60.0,Female,65,Marketing & Media,Retail,Mass Customer,Yes,8,2330,New South Wales,5,904,0.5,0.92,1.1500000000000001,1.1500000000000001,0.9775,904
Aleece Feige,42.0,Female,49,unknown,Manufacturing,Mass Customer,No,18,2141,New South Wales,10,904,0.5,0.55,0.55,0.6875,0.584375,904
Dolorita Strutton,26.0,Female,7,Administrative Roles,Manufacturing,Affluent Customer,No,17,3178,Victoria,8,904,0.5,0.66,0.66,0.66,0.66,904
Harman A'field,57.0,Male,39,Science & Research,Manufacturing,Affluent Customer,Yes,6,4227,Queensland,5,913,0.4993749999999999,0.76,0.95,0.95,0.95,913
Hildegarde Bamb,56.0,Female,16,Administrative Roles,Unknown,High Net Worth,Yes,10,3910,Victoria,9,913,0.4993749999999999,0.92,1.1500000000000001,1.4375000000000002,1.4375000000000002,913
Launce Gale,79.0,Male,86,unknown,Unknown,Mass Customer,No,21,2777,New South Wales,9,913,0.4993749999999999,0.95,0.95,1.1875,1.009375,913
Ilise Clissold,30.0,Female,58,IT & Software Roles,Entertainment,High Net Worth,No,9,2153,New South Wales,10,913,0.4993749999999999,0.97,0.97,1.2125,1.2125,913
Julita Prene,38.0,Female,14,Engineering & Technical Roles,Manufacturing,High Net Worth,Yes,13,4128,Queensland,2,913,0.4993749999999999,0.68,0.8500000000000001,0.8500000000000001,0.8500000000000001,913
Ashlen Willbond,33.0,Female,64,IT & Software Roles,Health,High Net Worth,No,16,3934,Victoria,8,913,0.4993749999999999,0.74,0.74,0.74,0.74,913
Keely Bointon,29.0,Female,71,Healthcare & Therapy,Telecommunications,High Net Worth,No,3,4154,Queensland,9,913,0.4993749999999999,1.07,1.07,1.3375000000000001,1.3375000000000001,913
Poul Gaskin,67.0,Male,78,Administrative Roles,Telecommunications,High Net Worth,No,17,2643,New South Wales,2,920,0.4929999999999999,0.66,0.66,0.66,0.66,920
Sheilakathryn Huff,59.0,Female,45,Administrative Roles,Unknown,High Net Worth,Yes,14,2477,New South Wales,6,921,0.49,0.95,1.1875,1.1875,1.1875,921
Rubia Evetts,27.0,Female,59,Healthcare & Therapy,Health,Mass Customer,No,16,2071,New South Wales,9,921,0.49,0.75,0.75,0.9375,0.796875,921
Francklin Cross,36.0,Male,51,Education & Teaching,Property,Mass Customer,Yes,3,2231,New South Wales,10,921,0.49,0.89,1.1125,1.390625,1.1820312499999999,921
Wilone Champley,34.0,Female,22,unknown,Manufacturing,High Net Worth,No,17,2077,New South Wales,10,924,0.48875,0.62,0.62,0.775,0.775,924
Lezlie Clemits,44.0,Female,2,Management & Leadership Roles,Financial Services,Mass Customer,Yes,15,2155,New South Wales,10,924,0.48875,0.45,0.5625,0.703125,0.59765625,924
Kathe Oller,58.0,Female,47,Administrative Roles,Manufacturing,Mass Customer,Yes,5,3029,Victoria,4,926,0.4844999999999999,0.98,1.225,1.225,1.04125,926
Dulce Bradwell,60.0,Female,61,Science & Research,Manufacturing,Mass Customer,No,20,4159,Queensland,9,926,0.4844999999999999,0.56,0.56,0.7000000000000001,0.5950000000000001,926
Felice Dechelette,19.0,Male,75,Science & Research,Entertainment,High Net Worth,No,3,4051,Queensland,4,928,0.48,0.44,0.44,0.44,0.44,928
Joane Caldes,39.0,Female,84,Management & Leadership Roles,Financial Services,High Net Worth,Yes,13,2250,New South Wales,7,928,0.48,0.81,1.0125000000000002,1.2656250000000002,1.2656250000000002,928
Diane Furman,24.0,Female,67,unknown,Manufacturing,Affluent Customer,Yes,13,3013,Victoria,9,930,0.478125,0.54,0.675,0.84375,0.84375,930
Ogdan Blenkinship,66.0,Male,65,Healthcare & Therapy,Health,Mass Customer,Yes,21,3429,Victoria,5,930,0.478125,0.66,0.8250000000000001,0.8250000000000001,0.70125,930
Kizzee Agget,41.0,Female,98,Science & Research,Manufacturing,Affluent Customer,No,8,2213,New South Wales,10,930,0.478125,0.47,0.47,0.5874999999999999,0.5874999999999999,930
Stephi Highton,30.0,Female,30,Engineering & Technical Roles,Telecommunications,Mass Customer,Yes,12,2154,New South Wales,10,930,0.478125,0.7,0.875,1.09375,0.9296875,930
Martino Scoles,42.0,Male,18,Finance & Accounting,Financial Services,Mass Customer,No,14,3620,Victoria,4,930,0.478125,0.54,0.54,0.54,0.459,930
Morgen Newport,57.0,Female,5,Administrative Roles,Manufacturing,Mass Customer,No,6,3340,Victoria,4,930,0.478125,1.01,1.01,1.01,0.8584999999999999,930
Eugenie Brinson,54.0,Female,79,Administrative Roles,Entertainment,Mass Customer,Yes,17,3073,Victoria,6,936,0.476,0.76,0.95,0.95,0.8075,936
Reinold Natt,53.0,Male,16,IT & Software Roles,Financial Services,High Net Worth,Yes,8,3207,Victoria,8,937,0.47,0.94,1.1749999999999998,1.1749999999999998,1.1749999999999998,937
Jo Roberts,72.0,Female,41,Administrative Roles,Financial Services,High Net Worth,Yes,11,2440,New South Wales,3,937,0.47,0.76,0.95,0.95,0.95,937
Jacklin Duchant,77.0,Female,77,Administrative Roles,Argiculture,Mass Customer,No,17,4132,Queensland,4,939,0.4675,0.44,0.44,0.44,0.374,939
Colas Gabbitas,71.0,Male,98,Science & Research,Retail,High Net Worth,No,20,2166,New South Wales,9,939,0.4675,0.54,0.54,0.675,0.675,939
Claudetta Ricciardiello,43.0,Female,61,Finance & Accounting,Financial Services,Mass Customer,Yes,21,3181,Victoria,8,939,0.4675,0.89,1.1125,1.1125,0.945625,939
Angele Cadore,63.0,Female,5,Engineering & Technical Roles,Unknown,Mass Customer,Yes,7,4125,Queensland,7,939,0.4675,0.58,0.725,0.725,0.61625,939
Cicily Hast,46.0,Female,63,Science & Research,Health,Affluent Customer,Yes,8,2478,New South Wales,3,939,0.4675,0.89,1.1125,1.1125,1.1125,939
Harland Messenger,43.0,Male,90,Engineering & Technical Roles,Retail,Mass Customer,No,8,3934,Victoria,10,944,0.46,0.48,0.48,0.6,0.51,944
Sim Constantinou,25.0,Male,91,Administrative Roles,Property,Mass Customer,No,5,2010,New South Wales,9,944,0.46,0.68,0.68,0.8500000000000001,0.7225,944
Shanon Rolfe,76.0,Female,63,Marketing & Media,Retail,High Net Worth,No,8,2530,New South Wales,7,944,0.46,1.06,1.06,1.06,1.06,944
Chryste Oddboy,29.0,Female,44,Engineering & Technical Roles,Manufacturing,High Net Worth,Yes,4,2320,New South Wales,9,947,0.459,0.84,1.05,1.3125,1.3125,947
Edin Patinkin,25.0,Female,35,Marketing & Media,Health,Mass Customer,No,17,3015,Victoria,4,948,0.456875,1.02,1.02,1.02,0.867,948
Nolly Ivanchikov,23.0,Male,13,Administrative Roles,Manufacturing,High Net Worth,Yes,11,2049,New South Wales,11,948,0.456875,0.77,0.9625,1.203125,1.203125,948
Michele Pammenter,34.0,Male,23,Education & Teaching,Health,High Net Worth,No,2,3198,Victoria,8,948,0.456875,0.88,0.88,0.88,0.88,948
Liane Abelevitz,41.0,Female,26,Administrative Roles,Unknown,Mass Customer,No,3,3153,Victoria,7,951,0.4505,0.67,0.67,0.67,0.5695,951
Philbert Bangs,51.0,Male,67,Science & Research,IT,Mass Customer,Yes,6,4500,Queensland,7,951,0.4505,0.97,1.2125,1.2125,1.030625,951
Candy  ,40.0,Female,23,unknown,Financial Services,Mass Customer,No,6,3500,Victoria,3,951,0.4505,0.65,0.65,0.65,0.5525,951
Noami Cokly,55.0,Female,74,unknown,Manufacturing,Mass Customer,Yes,15,2038,New South Wales,11,954,0.45,0.85,1.0625,1.328125,1.12890625,954
Lyndell Jereatt,23.0,Female,14,Administrative Roles,Unknown,High Net Worth,No,13,2122,New South Wales,12,954,0.45,0.44,0.44,0.55,0.55,954
Maximilien Bourget,48.0,Male,12,Science & Research,Financial Services,Mass Customer,Yes,6,3337,Victoria,7,956,0.44625,0.9,1.125,1.125,0.9562499999999999,956
Benedikta Naptin,22.0,Female,59,Administrative Roles,Retail,Mass Customer,Yes,15,2121,New South Wales,11,956,0.44625,0.67,0.8375,1.046875,0.8898437499999999,956
Rhodie Gaskall,53.0,Female,83,Management & Leadership Roles,Unknown,Mass Customer,Yes,9,4170,Queensland,9,956,0.44625,0.82,1.025,1.28125,1.0890625,956
Afton Andrassy,19.0,Female,78,IT & Software Roles,Retail,Mass Customer,No,7,3075,Victoria,8,956,0.44625,1.08,1.08,1.08,0.918,956
Blondell Dibdall,51.0,Female,62,IT & Software Roles,Unknown,Mass Customer,No,4,3048,Victoria,4,960,0.442,0.72,0.72,0.72,0.612,960
Sonia Dunstall,42.0,Female,0,Finance & Accounting,Financial Services,Mass Customer,No,10,2570,New South Wales,9,960,0.442,1.04,1.04,1.3,1.105,960
Benedikt Adamou,30.0,Male,15,Administrative Roles,Health,Mass Customer,No,11,3564,Victoria,3,960,0.442,0.61,0.61,0.61,0.5185,960
Don Spratling,49.0,Male,82,Education & Teaching,Property,Affluent Customer,Yes,7,2760,New South Wales,10,963,0.44,0.85,1.0625,1.328125,1.328125,963
Moll Ogilby,37.0,Female,25,Administrative Roles,Manufacturing,Mass Customer,Yes,13,4123,Queensland,6,963,0.44,0.86,1.075,1.075,0.91375,963
Jammie Seldner,42.0,Female,42,Administrative Roles,Health,Mass Customer,Yes,15,2066,New South Wales,10,963,0.44,1.01,1.2625,1.578125,1.34140625,963
Inglis Pickaver,23.0,Male,33,Engineering & Technical Roles,Telecommunications,Affluent Customer,No,1,2770,New South Wales,8,963,0.44,1.04,1.04,1.04,1.04,963
Clarabelle Broschek,54.0,Female,6,Engineering & Technical Roles,Manufacturing,Mass Customer,No,18,4035,Queensland,6,967,0.4356249999999999,0.48,0.48,0.48,0.408,967
Tillie Bisseker,57.0,Female,74,Engineering & Technical Roles,Manufacturing,High Net Worth,No,14,2104,New South Wales,12,967,0.4356249999999999,0.52,0.52,0.65,0.65,967
Irving Babcock,31.0,Male,60,Healthcare & Therapy,Health,High Net Worth,Yes,15,2705,New South Wales,1,967,0.4356249999999999,1.02,1.275,1.275,1.275,967
Evered Gludor,66.0,Male,3,Engineering & Technical Roles,Manufacturing,High Net Worth,Yes,15,2168,New South Wales,8,967,0.4356249999999999,0.61,0.7625,0.7625,0.7625,967
Mavra Finan,50.0,Female,30,Healthcare & Therapy,Property,Affluent Customer,Yes,4,2034,New South Wales,9,967,0.4356249999999999,0.92,1.1500000000000001,1.4375000000000002,1.4375000000000002,967
Frieda Tavinor,18.0,Female,43,unknown,Unknown,Affluent Customer,No,10,3064,Victoria,6,972,0.43,0.63,0.63,0.63,0.63,972
Ellwood Budden,19.0,Male,82,unknown,Health,Mass Customer,Yes,11,2192,New South Wales,10,972,0.43,0.85,1.0625,1.328125,1.12890625,972
Alex Patshull,52.0,Female,37,Engineering & Technical Roles,Retail,Mass Customer,Yes,13,4165,Queensland,5,974,0.425,0.58,0.725,0.725,0.61625,974
Aundrea Outridge,16.0,Female,77,Engineering & Technical Roles,Financial Services,Affluent Customer,Yes,10,3186,Victoria,12,974,0.425,0.75,0.9375,1.171875,1.171875,974
Amby Bodega,49.0,Male,63,Administrative Roles,Unknown,Affluent Customer,Yes,17,3810,Victoria,6,974,0.425,0.45,0.5625,0.5625,0.5625,974
Esme Pilipets,50.0,Male,15,Science & Research,Health,Mass Customer,Yes,5,3228,Victoria,9,977,0.42,0.86,1.075,1.34375,1.1421875,977
Beverly Domnick,79.0,Female,56,Engineering & Technical Roles,IT,Mass Customer,No,9,2232,New South Wales,10,977,0.42,0.7,0.7,0.875,0.74375,977
Artemis Swanson,40.0,Male,77,IT & Software Roles,Argiculture,Mass Customer,Yes,13,3810,Victoria,5,979,0.4165,1.1,1.375,1.375,1.16875,979
Daryle Marginson,31.0,Male,93,Science & Research,Argiculture,Mass Customer,Yes,9,2121,New South Wales,12,979,0.4165,0.58,0.725,0.90625,0.7703125,979
Tyne Anshell,25.0,Female,71,Engineering & Technical Roles,Unknown,Mass Customer,Yes,3,2560,New South Wales,8,979,0.4165,1.09,1.3625,1.3625,1.158125,979
Leona Shorrock,66.0,Female,83,Engineering & Technical Roles,Financial Services,Affluent Customer,Yes,22,4720,Queensland,1,979,0.4165,0.67,0.8375,1.046875,1.046875,979
Bertrando Carass,61.0,Male,45,Marketing & Media,Property,Mass Customer,No,8,2565,New South Wales,5,983,0.41,0.87,0.87,0.87,0.7394999999999999,983
Augusta Munns,66.0,Female,5,Healthcare & Therapy,Unknown,Mass Customer,No,21,2074,New South Wales,11,983,0.41,0.76,0.76,0.95,0.8075,983
Pauline Dallosso,46.240081383519836,U,82,IT & Software Roles,IT,Affluent Customer,Yes,0,2050,New South Wales,10,985,0.408,0.82,1.025,1.28125,1.28125,985
Lauralee Fudge,30.0,Female,83,Science & Research,Health,Mass Customer,No,15,3277,Victoria,4,985,0.408,1.09,1.09,1.3625,1.158125,985
Consalve Ballay,58.0,Male,41,IT & Software Roles,IT,Mass Customer,Yes,7,2250,New South Wales,8,987,0.4,0.76,0.95,0.95,0.8075,987
Lolly Prewer,20.0,Female,44,Science & Research,Health,Mass Customer,No,15,2620,New South Wales,7,988,0.3995,0.65,0.65,0.65,0.5525,988
